   JOINT #   DIRECTION    Pound-mass(inch)
   -------   ---------     = LBf/386.08858

      4086       X             0.553104
      4086       Y             0.553104
      4086       Z             0.553104
      9194       Y             0.998766
      9197       Y             0.883524
      9199       Y             0.768282
      9200       Y             0.998766
      9201       Y             0.883524
      9202       Y             0.768282
      9528       Y             1.056387
      9529       Y             1.074761
      9530       Y             1.056406
      9523       Y             0.384141
      9524       Y             0.384141
      9525       Y             0.384141
      5180       X             0.522861
      5180       Y             0.522861
      5180       Z             0.522861
      4319       X             0.275830
      4319       Y             0.275830
      4319       Z             0.275830
      5423       X             0.283714
      5423       Y             0.283714
      5423       Z             0.283714
      1864       X             1.271372
      1864       Y             1.271372
      1864       Z             1.271372
      4290       X             0.118225
      4290       Y             0.118225
      4290       Z             0.118225
      6710       X             0.066775
      6710       Y             0.066775
      6710       Z             0.066775
      1905       X             0.952123
      1905       Y             0.952123
      1905       Z             0.952123
      4300       X             0.208515
      4300       Y             0.208515
      4300       Z             0.208515
      1904       X             0.952123
      1904       Y             0.952123
      1904       Z             0.952123
      4310       X             0.279101
      4310       Y             0.279101
      4310       Z             0.279101
      5422       X             0.283029
      5422       Y             0.283029
      5422       Z             0.283029
      1903       X             0.952123
      1903       Y             0.952123
      1903       Z             0.952123
      4320       X             0.279101
      4320       Y             0.279101
      4320       Z             0.279101
      5424       X             0.283029
      5424       Y             0.283029
      5424       Z             0.283029
       748       X             0.250292
       748       Y             0.250292
       748       Z             0.250292
       747       X             0.218242
       747       Y             0.218242
       747       Z             0.218242
        34       X             0.528761
        34       Y             0.528761
        34       Z             0.528761
        33       X             0.278467
        33       Y             0.278467
        33       Z             0.278467
        35       X             0.278468
        35       Y             0.278468
        35       Z             0.278468
        45       X             0.278468
        45       Y             0.278468
        45       Z             0.278468
        50       X             0.278468
        50       Y             0.278468
        50       Z             0.278468
        31       X             0.278468
        31       Y             0.278468
        31       Z             0.278468
        36       X             0.278468
        36       Y             0.278468
        36       Z             0.278468
      5787       X             4.863222
      5787       Y             4.863222
      5787       Z             4.863222
        92       X             0.335294
        92       Y             0.335294
        92       Z             0.335294
        79       X             0.278468
        79       Y             0.278468
        79       Z             0.278468
        65       X             0.278468
        65       Y             0.278468
        65       Z             0.278468
        46       X             0.280406
        46       Y             0.280406
        46       Z             0.280406
        51       X             0.278468
        51       Y             0.278468
        51       Z             0.278468
      6372       X             0.238493
      6372       Y             0.238490
      6372       Z             0.238486
        14       X             0.482627
        14       Y             0.482627
        14       Z             0.482627
      6364       X             0.182631
      6364       Y             0.182631
      6364       Z             0.182631
         9       X             0.278467
         9       Y             0.278467
         9       Z             0.278467
        11       X             0.528761
        11       Y             0.528761
        11       Z             0.528761
        13       X             0.278468
        13       Y             0.278468
        13       Z             0.278468
       743       X             0.109121
       743       Y             0.109121
       743       Z             0.109121
       744       X             0.218242
       744       Y             0.218242
       744       Z             0.218242
        15       X             0.278468
        15       Y             0.278468
        15       Z             0.278468
        32       X             0.280406
        32       Y             0.280406
        32       Z             0.280406
      9498       Y             0.570724
      9499       Y             0.504871
      9500       Y             0.493895
      9515       Y             0.548773
      9504       Y             0.570723
      9505       Y             0.504871
      9506       Y             0.493895
      9516       Y             0.548773
      9538       Y             0.548773
      9539       Y             0.548773
      9540       Y             0.548773
      9541       Y             0.274386
      9542       Y             0.274386
      9497       Y             0.570724
      9503       Y             0.570723
      9496       Y             0.570724
      9502       Y             0.570723
      9495       Y             0.559748
      9501       Y             0.559748
      9507       Y             1.097545
      9508       Y             1.097545
      9510       Y             0.548773
      5786       X             6.107839
      5786       Y             6.107839
      5786       Z             6.107839
      9509       Y             1.097545
      9511       Y             0.548773
      8502       X             1.044673
      8502       Y             1.044673
      8502       Z             1.044673
      1870       X             0.460350
      1870       Y             0.460350
      1870       Z             0.460350
      8530       X             0.698113
      8530       Y             0.698113
      8530       Z             0.698113
      1415       X             0.283714
      1415       Y             0.283714
      1415       Z             0.283714
      1749       X             0.368283
      1749       Y             0.368283
      1749       Z             0.368283
      8516       X             0.785377
      8516       Y             0.785377
      8516       Z             0.785377
      1085       X             0.460350
      1085       Y             0.460350
      1085       Z             0.460350
      1735       X             0.467171
      1735       Y             0.467171
      1735       Z             0.467171
      8503       X             1.044672
      8503       Y             1.044672
      8503       Z             1.044672
      1869       X             0.460350
      1869       Y             0.460350
      1869       Z             0.460350
      4601       X             0.283029
      4601       Y             0.283029
      4601       Z             0.283029
      4467       X             0.417166
      4467       Y             0.417166
      4467       Z             0.417166
      4474       X             0.537577
      4474       Y             0.537577
      4474       Z             0.537577
      9245       Y             0.822060
      4470       X             0.269524
      4470       Y             0.269524
      4470       Z             0.269524
      9246       Y             0.809412
      9368       Y             0.794234
      9369       Y             0.359213
      4466       X             0.268246
      4466       Y             0.268246
      4466       Z             0.268246
      9607       Y             0.480176
      9608       Y             0.240088
      9609       Y             0.480176
      9610       Y             0.480176
      9611       Y             0.480176
      9612       Y             0.240088
      1839       X             0.887408
      1839       Y             0.887408
      1839       Z             0.887408
      1836       X             1.327328
      1836       Y             1.327328
      1836       Z             1.327328
      3164       X             0.481925
      3164       Y             0.481925
      3164       Z             0.481925
      2416       X             0.824452
      2416       Y             0.824452
      2416       Z             0.824452
      2423       X             0.634194
      2423       Y             0.634194
      2423       Z             0.634194
      2389       X             1.005869
      2389       Y             1.005869
      2389       Z             1.005869
      8539       X             0.744650
      8539       Y             0.744650
      8539       Z             0.744650
      4844       X             0.370037
      4844       Y             0.370037
      4844       Z             0.370037
      4845       X             0.326862
      4845       Y             0.326862
      4845       Z             0.326862
      4846       X             0.436503
      4846       Y             0.436503
      4846       Z             0.436503
      4860       X             0.219281
      4860       Y             0.219281
      4860       Z             0.219281
      4861       X             0.274101
      4861       Y             0.274101
      4861       Z             0.274101
      4824       X             0.491323
      4824       Y             0.491323
      4824       Z             0.491323
      4830       X             0.370037
      4830       Y             0.370037
      4830       Z             0.370037
      2498       X             1.168720
      2498       Y             1.168720
      2498       Z             1.168720
      4818       X             0.326862
      4818       Y             0.326862
      4818       Z             0.326862
      3226       X             0.775155
      3226       Y             0.775155
      3226       Z             0.775155
      2495       X             0.540827
      2495       Y             0.540827
      2495       Z             0.540827
      3228       X             0.831471
      3228       Y             0.831471
      3228       Z             0.831471
      2492       X             0.540827
      2492       Y             0.540827
      2492       Z             0.540827
      2504       X             0.304853
      2504       Y             0.304853
      2504       Z             0.304853
      2491       X             0.305539
      2491       Y             0.305539
      2491       Z             0.305539
      2490       X             0.283714
      2490       Y             0.283714
      2490       Z             0.283714
      3229       X             0.831471
      3229       Y             0.831471
      3229       Z             0.831471
      2489       X             0.540827
      2489       Y             0.540827
      2489       Z             0.540827
      2517       X             0.824403
      2517       Y             0.824403
      2517       Z             0.824403
      2484       X             0.902369
      2484       Y             0.902369
      2484       Z             0.902369
      2518       X             0.283714
      2518       Y             0.283714
      2518       Z             0.283714
      2502       X             0.304853
      2502       Y             0.304853
      2502       Z             0.304853
      2485       X             0.305539
      2485       Y             0.305539
      2485       Z             0.305539
      2522       X             0.283714
      2522       Y             0.283714
      2522       Z             0.283714
      2525       X             0.283714
      2525       Y             0.283714
      2525       Z             0.283714
      2528       X             0.283714
      2528       Y             0.283714
      2528       Z             0.283714
      2533       X             0.827974
      2533       Y             0.827974
      2533       Z             0.827974
      9252       Y             0.904856
      9823       X             0.427374
      9823       Y             0.427374
      9823       Z             0.427374
      9249       Y             0.540992
      9270       Y             0.214022
      9318       Y             0.922353
      9320       Y             0.482291
      2530       X             0.559023
      2530       Y             0.559023
      2530       Z             0.559023
      2527       X             0.559023
      2527       Y             0.559023
      2527       Z             0.559023
      1882       X             0.341610
      1882       Y             0.341610
      1882       Z             0.341610
      1883       X             0.283714
      1883       Y             0.283714
      1883       Z             0.283714
      1888       X             0.283714
      1888       Y             0.283714
      1888       Z             0.283714
      1892       X             0.283714
      1892       Y             0.283714
      1892       Z             0.283714
      1843       X             0.690667
      1843       Y             0.690667
      1843       Z             0.690667
      1851       X             0.690667
      1851       Y             0.690667
      1851       Z             0.690667
      1850       X             0.847586
      1850       Y             0.847586
      1850       Z             0.847586
      2368       X             0.891196
      2368       Y             0.891196
      2368       Z             0.891196
      1756       X             0.283029
      1756       Y             0.283029
      1756       Z             0.283029
      1897       X             0.283714
      1897       Y             0.283714
      1897       Z             0.283714
      1896       X             0.283714
      1896       Y             0.283714
      1896       Z             0.283714
      8529       X             0.698113
      8529       Y             0.698113
      8529       Z             0.698113
      1849       X             1.130588
      1849       Y             1.130588
      1849       Z             1.130588
      1862       X             1.000940
      1862       Y             1.000940
      1862       Z             1.000940
        37       X             0.278468
        37       Y             0.278468
        37       Z             0.278468
        17       X             0.278468
        17       Y             0.278468
        17       Z             0.278468
        16       X             0.482629
        16       Y             0.482629
        16       Z             0.482629
      4322       X             2.635318
      4322       Y             2.635318
      4322       Z             2.635318
      4321       X             0.277146
      4321       Y             0.277146
      4321       Z             0.277146
      4323       X             0.327307
      4323       Y             0.327307
      4323       Z             0.327307
      4324       X             0.418985
      4324       Y             0.418985
      4324       Z             0.418985
      4325       X             0.226992
      4325       Y             0.226992
      4325       Z             0.226992
      4326       X             0.277144
      4326       Y             0.277144
      4326       Z             0.277144
      5130       X             0.467242
      5130       Y             0.467242
      5130       Z             0.467242
      5134       X             0.593554
      5134       Y             0.593554
      5134       Z             0.593554
      5143       X             0.593554
      5143       Y             0.593554
      5143       Z             0.593554
      5149       X             0.593542
      5149       Y             0.593542
      5149       Z             0.593542
      5155       X             0.593566
      5155       Y             0.593566
      5155       Z             0.593566
      5161       X             0.593548
      5161       Y             0.593548
      5161       Z             0.593548
      5166       X             0.522861
      5166       Y             0.522861
      5166       Z             0.522861
      4327       X             0.277144
      4327       Y             0.277144
      4327       Z             0.277144
      5167       X             0.593548
      5167       Y             0.593548
      5167       Z             0.593548
      6366       X             0.221004
      6366       Y             0.221004
      6366       Z             0.221004
      6373       X             0.276866
      6373       Y             0.276862
      6373       Z             0.276858
      5172       X             0.522861
      5172       Y             0.522861
      5172       Z             0.522861
      4328       X             0.561520
      4328       Y             0.561520
      4328       Z             0.561520
      5178       X             0.522861
      5178       Y             0.522861
      5178       Z             0.522861
      4329       X             0.277144
      4329       Y             0.277144
      4329       Z             0.277144
      5425       X             0.285065
      5425       Y             0.285065
      5425       Z             0.285065
      9088       Y             0.820072
      9517       Y             0.499383
      9518       Y             0.441762
      9531       Y             0.528193
      9519       Y             0.384141
      9526       Y             0.192070
      9520       Y             0.499383
      9521       Y             0.441762
      9532       Y             0.509839
      9522       Y             0.384141
      9527       Y             0.192071
      9838       Y             0.557004
      9837       Y             1.114008
      9834       Y             1.242628
      9835       Y             1.114142
      9836       Y             0.428519
      1902       X             0.952123
      1902       Y             0.952123
      1902       Z             0.952123
      4330       X             0.280430
      4330       Y             0.280430
      4330       Z             0.280430
      5426       X             0.284377
      5426       Y             0.284377
      5426       Z             0.284377
      8490       X             0.698113
      8490       Y             0.698113
      8490       Z             0.698113
      1901       X             0.283714
      1901       Y             0.283714
      1901       Z             0.283714
      8477       X             0.698114
      8477       Y             0.698114
      8477       Z             0.698114
      1900       X             0.283714
      1900       Y             0.283714
      1900       Z             0.283714
      8464       X             0.698114
      8464       Y             0.698114
      8464       Z             0.698114
      1899       X             0.283714
      1899       Y             0.283714
      1899       Z             0.283714
      8447       X             0.698114
      8447       Y             0.698114
      8447       Z             0.698114
      1898       X             0.283714
      1898       Y             0.283714
      1898       Z             0.283714
       746       X             0.250292
       746       Y             0.250292
       746       Z             0.250292
       745       X             0.125146
       745       Y             0.125146
       745       Z             0.125146
      9533       Y             0.548773
      9534       Y             0.548772
      9536       Y             0.274386
      9535       Y             0.548772
      9537       Y             0.274386
      8491       X             0.698113
      8491       Y             0.698113
      8491       Z             0.698113
      8517       X             0.785377
      8517       Y             0.785377
      8517       Z             0.785377
      8504       X             1.044672
      8504       Y             1.044672
      8504       Z             1.044672
      8492       X             0.698113
      8492       Y             0.698113
      8492       Z             0.698113
      4600       X             0.283029
      4600       Y             0.283029
      4600       Z             0.283029
      4463       X             0.417166
      4463       Y             0.417166
      4463       Z             0.417166
      4462       X             0.268246
      4462       Y             0.268246
      4462       Z             0.268246
      4473       X             0.537577
      4473       Y             0.537577
      4473       Z             0.537577
      9243       Y             0.806882
      4469       X             0.269524
      4469       Y             0.269524
      4469       Z             0.269524
      9244       Y             0.809412
      4465       X             0.268246
      4465       Y             0.268246
      4465       Z             0.268246
      9367       Y             0.809412
      9639       Y             0.809412
      9640       Y             0.809412
      9641       Y             0.404747
      4461       X             0.268246
      4461       Y             0.268246
      4461       Z             0.268246
      1838       X             0.446710
      1838       Y             0.446710
      1838       Z             0.446710
      2410       X             0.320260
      2410       Y             0.320260
      2410       Z             0.320260
      1844       X             0.283714
      1844       Y             0.283714
      1844       Z             0.283714
      2411       X             0.265982
      2411       Y             0.265982
      2411       Z             0.265982
      1837       X             0.446710
      1837       Y             0.446710
      1837       Z             0.446710
      8537       X             0.504193
      8537       Y             0.504193
      8537       Z             0.504193
      1848       X             0.283714
      1848       Y             0.283714
      1848       Z             0.283714
      2415       X             0.265982
      2415       Y             0.265982
      2415       Z             0.265982
      3165       X             0.466560
      3165       Y             0.466560
      3165       Z             0.466560
      8536       X             0.387840
      8536       Y             0.387840
      8536       Z             0.387840
      2422       X             0.204601
      2422       Y             0.204601
      2422       Z             0.204601
      2444       X             0.788577
      2444       Y             0.788577
      2444       Z             0.788577
      2390       X             0.385330
      2390       Y             0.385330
      2390       Z             0.385330
      8535       X             0.542984
      8535       Y             0.542984
      8535       Z             0.542984
      2443       X             0.283029
      2443       Y             0.283029
      2443       Z             0.283029
      2514       X             0.850632
      2514       Y             0.850632
      2514       Z             0.850632
      4847       X             0.738055
      4847       Y             0.738055
      4847       Z             0.738055
      4848       X             0.440285
      4848       Y             0.440285
      4848       Z             0.440285
      4849       X             0.658968
      4849       Y             0.658968
      4849       Z             0.658968
      4862       X             0.437366
      4862       Y             0.437366
      4862       Z             0.437366
      4863       X             0.546707
      4863       Y             0.546707
      4863       Z             0.546707
      4825       X             0.768310
      4825       Y             0.768310
      4825       Z             0.768310
      4831       X             0.738055
      4831       Y             0.738055
      4831       Z             0.738055
      4819       X             0.440285
      4819       Y             0.440285
      4819       Z             0.440285
      8534       X             0.474038
      8534       Y             0.474038
      8534       Z             0.474038
      2513       X             0.283029
      2513       Y             0.283029
      2513       Z             0.283029
      3222       X             0.250078
      3222       Y             0.250078
      3222       Z             0.250078
      8533       X             0.508485
      8533       Y             0.508485
      8533       Z             0.508485
      3224       X             0.268246
      3224       Y             0.268246
      3224       Z             0.268246
      2512       X             0.283029
      2512       Y             0.283029
      2512       Z             0.283029
      3218       X             0.250078
      3218       Y             0.250078
      3218       Z             0.250078
      8532       X             0.508485
      8532       Y             0.508485
      8532       Z             0.508485
      3225       X             0.268246
      3225       Y             0.268246
      3225       Z             0.268246
      2511       X             0.283029
      2511       Y             0.283029
      2511       Z             0.283029
      3214       X             0.250078
      3214       Y             0.250078
      3214       Z             0.250078
      2503       X             0.304853
      2503       Y             0.304853
      2503       Z             0.304853
      2488       X             0.305539
      2488       Y             0.305539
      2488       Z             0.305539
      2487       X             0.283714
      2487       Y             0.283714
      2487       Z             0.283714
      2486       X             0.540827
      2486       Y             0.540827
      2486       Z             0.540827
      2549       X             0.666465
      2549       Y             0.666465
      2549       Z             0.666465
      2510       X             0.283029
      2510       Y             0.283029
      2510       Z             0.283029
      3210       X             0.250078
      3210       Y             0.250078
      3210       Z             0.250078
      2515       X             0.573706
      2515       Y             0.573706
      2515       Z             0.573706
      2482       X             0.891457
      2482       Y             0.891457
      2482       Z             0.891457
      2516       X             0.559023
      2516       Y             0.559023
      2516       Z             0.559023
      2483       X             0.283714
      2483       Y             0.283714
      2483       Z             0.283714
      2521       X             0.559023
      2521       Y             0.559023
      2521       Z             0.559023
      2524       X             0.559023
      2524       Y             0.559023
      2524       Z             0.559023
      2548       X             0.424886
      2548       Y             0.424886
      2548       Z             0.424886
      9251       Y             0.848448
      4340       X             0.560691
      4340       Y             0.560691
      4340       Z             0.560691
      9250       Y             0.892117
      9269       Y             0.189327
      9319       Y             1.089934
      4338       X             0.908321
      4338       Y             0.908321
      4338       Z             0.908321
      5427       X             0.568575
      5427       Y             0.568575
      5427       Z             0.568575
      5428       X             0.355546
      5428       Y             0.355546
      5428       Z             0.355546
      9321       Y             0.835869
      9322       Y             0.336520
      9323       Y             0.125532
      2547       X             0.424886
      2547       Y             0.424886
      2547       Z             0.424886
      3221       X             0.268246
      3221       Y             0.268246
      3221       Z             0.268246
      2546       X             0.424886
      2546       Y             0.424886
      2546       Z             0.424886
      3217       X             0.268246
      3217       Y             0.268246
      3217       Z             0.268246
      1880       X             0.341610
      1880       Y             0.341610
      1880       Z             0.341610
      1881       X             0.283714
      1881       Y             0.283714
      1881       Z             0.283714
      1887       X             0.283714
      1887       Y             0.283714
      1887       Z             0.283714
      1891       X             0.283714
      1891       Y             0.283714
      1891       Z             0.283714
      1895       X             0.283714
      1895       Y             0.283714
      1895       Z             0.283714
      1852       X             0.283714
      1852       Y             0.283714
      1852       Z             0.283714
      1853       X             0.460350
      1853       Y             0.460350
      1853       Z             0.460350
      2369       X             0.318493
      2369       Y             0.318493
      2369       Z             0.318493
      2396       X             0.732250
      2396       Y             0.732250
      2396       Z             0.732250
      1863       X             1.196644
      1863       Y             1.196644
      1863       Z             1.196644
      8527       X             0.504193
      8527       Y             0.504193
      8527       Z             0.504193
      1860       X             0.283714
      1860       Y             0.283714
      1860       Z             0.283714
      8511       X             0.567217
      8511       Y             0.567217
      8511       Z             0.567217
      1861       X             0.460350
      1861       Y             0.460350
      1861       Z             0.460350
      4167       X             1.530681
      4167       Y             1.530681
      4167       Z             1.530681
      4331       X             0.552781
      4331       Y             0.552781
      4331       Z             0.552781
      4333       X             0.652829
      4333       Y             0.652829
      4333       Z             0.652829
      4334       X             0.624028
      4334       Y             0.624028
      4334       Z             0.624028
      4335       X             0.452745
      4335       Y             0.452745
      4335       Z             0.452745
      4336       X             0.552776
      4336       Y             0.552776
      4336       Z             0.552776
      4337       X             0.552776
      4337       Y             0.552776
      4337       Z             0.552776
      5195       X             0.279090
      5195       Y             0.279090
      5195       Z             0.279090
      5194       X             0.275833
      5194       Y             0.275833
      5194       Z             0.275833
      5196       X             0.275833
      5196       Y             0.275833
      5196       Z             0.275833
      5197       X             0.275828
      5197       Y             0.275828
      5197       Z             0.275828
      5198       X             0.275838
      5198       Y             0.275838
      5198       Z             0.275838
      5199       X             0.275830
      5199       Y             0.275830
      5199       Z             0.275830
      5200       X             0.275830
      5200       Y             0.275830
      5200       Z             0.275830
      5173       X             0.593548
      5173       Y             0.593548
      5173       Z             0.593548
      5201       X             0.275830
      5201       Y             0.275830
      5201       Z             0.275830
      5179       X             0.604495
      5179       Y             0.604495
      5179       Z             0.604495
      4339       X             0.552775
      4339       Y             0.552775
      4339       Z             0.552775
      1871       X             0.841194
      1871       Y             0.841194
      1871       Z             0.841194
      9086       Y             0.082316
      9087       Y             0.164632
      9089       Y             0.164632
      9090       Y             0.164632
      9091       Y             0.082316
      9092       Y             0.082316
      9093       Y             0.164632
      9094       Y             0.082316
      9833       Y             0.470572
      9830       Y             0.941145
      9341       Y             1.065329
      9342       Y             0.966604
      9343       Y             0.546112
      4380       X             0.807108
      4380       Y             0.807108
      4380       Z             0.807108
      1877       X             0.283029
      1877       Y             0.283029
      1877       Z             0.283029
      8478       X             0.698113
      8478       Y             0.698113
      8478       Z             0.698113
      8465       X             0.698113
      8465       Y             0.698113
      8465       Z             0.698113
      8448       X             0.698113
      8448       Y             0.698113
      8448       Z             0.698113
      1894       X             0.283714
      1894       Y             0.283714
      1894       Z             0.283714
      4383       X             0.792493
      4383       Y             0.792493
      4383       Z             0.792493
      1876       X             0.283029
      1876       Y             0.283029
      1876       Z             0.283029
      8479       X             0.698113
      8479       Y             0.698113
      8479       Z             0.698113
      2374       X             1.370605
      2374       Y             1.370605
      2374       Z             1.370605
      7046       X             0.859083
      7046       Y             0.859083
      7046       Z             0.859083
      7045       X             0.859083
      7045       Y             0.859083
      7045       Z             0.859083
      4599       X             0.212443
      4599       Y             0.212443
      4599       Z             0.212443
      4459       X             0.417166
      4459       Y             0.417166
      4459       Z             0.417166
      4458       X             0.268246
      4458       Y             0.268246
      4458       Z             0.268246
      4457       X             0.268246
      4457       Y             0.268246
      4457       Z             0.268246
      4472       X             0.537632
      4472       Y             0.537632
      4472       Z             0.537632
      9241       Y             0.705778
      4468       X             0.269551
      4468       Y             0.269551
      4468       Z             0.269551
      9242       Y             0.607121
      4464       X             0.268274
      4464       Y             0.268274
      4464       Z             0.268274
      9366       Y             0.607121
      4460       X             0.268274
      4460       Y             0.268274
      4460       Z             0.268274
      9638       Y             0.505934
      9824       Y             0.202374
      9825       Y             0.404706
      9826       Y             0.404706
      9827       Y             0.202374
      4456       X             0.268274
      4456       Y             0.268274
      4456       Z             0.268274
      1840       X             0.446710
      1840       Y             0.446710
      1840       Z             0.446710
      1845       X             0.283714
      1845       Y             0.283714
      1845       Z             0.283714
      2412       X             0.265982
      2412       Y             0.265982
      2412       Z             0.265982
      2417       X             0.246353
      2417       Y             0.246353
      2417       Z             0.246353
      2418       X             0.204601
      2418       Y             0.204601
      2418       Z             0.204601
      1854       X             0.283714
      1854       Y             0.283714
      1854       Z             0.283714
      2419       X             0.204601
      2419       Y             0.204601
      2419       Z             0.204601
      1842       X             0.446710
      1842       Y             0.446710
      1842       Z             0.446710
      1847       X             0.283714
      1847       Y             0.283714
      1847       Z             0.283714
      2414       X             0.265982
      2414       Y             0.265982
      2414       Z             0.265982
      8526       X             0.387840
      8526       Y             0.387840
      8526       Z             0.387840
      1858       X             0.283714
      1858       Y             0.283714
      1858       Z             0.283714
      2421       X             0.204601
      2421       Y             0.204601
      2421       Z             0.204601
      2392       X             0.666118
      2392       Y             0.666118
      2392       Z             0.666118
      6703       X             0.647063
      6703       Y             0.647063
      6703       Z             0.647063
      2395       X             0.385330
      2395       Y             0.385330
      2395       Z             0.385330
      8523       X             0.543029
      8523       Y             0.543029
      8523       Z             0.543029
      2442       X             0.283029
      2442       Y             0.283029
      2442       Z             0.283029
      6701       X             0.709117
      6701       Y             0.709117
      6701       Z             0.709117
      8521       X             0.473993
      8521       Y             0.473993
      8521       Z             0.473993
      9373       Y             1.107791
      9370       Y             0.568043
      9375       Y             0.867983
      9374       Y             0.680907
      9379       Y             0.834735
      9380       Y             1.035959
      9389       Y             1.118081
      9386       Y             0.568043
      8520       X             0.508485
      8520       Y             0.508485
      8520       Z             0.508485
      3220       X             0.268246
      3220       Y             0.268246
      3220       Z             0.268246
      8519       X             0.508485
      8519       Y             0.508485
      8519       Z             0.508485
      3216       X             0.268246
      3216       Y             0.268246
      3216       Z             0.268246
      2996       X             0.595879
      2996       Y             0.595879
      2996       Z             0.595879
      3212       X             0.268246
      3212       Y             0.268246
      3212       Z             0.268246
      2481       X             0.540827
      2481       Y             0.540827
      2481       Z             0.540827
      2509       X             0.283029
      2509       Y             0.283029
      2509       Z             0.283029
      3204       X             0.250078
      3204       Y             0.250078
      3204       Z             0.250078
      2994       X             0.283714
      2994       Y             0.283714
      2994       Z             0.283714
      3207       X             0.268246
      3207       Y             0.268246
      3207       Z             0.268246
      2543       X             0.894989
      2543       Y             0.894989
      2543       Z             0.894989
      3208       X             0.322986
      3208       Y             0.322986
      3208       Z             0.322986
      2544       X             0.424886
      2544       Y             0.424886
      2544       Z             0.424886
      3209       X             0.268246
      3209       Y             0.268246
      3209       Z             0.268246
      2480       X             0.553717
      2480       Y             0.553717
      2480       Z             0.553717
      2545       X             0.424886
      2545       Y             0.424886
      2545       Z             0.424886
      3213       X             0.268246
      3213       Y             0.268246
      3213       Z             0.268246
      2992       X             0.283714
      2992       Y             0.283714
      2992       Z             0.283714
      9338       Y             0.208074
      9339       Y             0.186363
      9340       Y             0.082316
      9337       Y             0.208074
      9336       Y             0.208074
      9335       Y             0.835128
      9334       Y             0.208074
      9346       Y             0.224373
      2990       X             0.283714
      2990       Y             0.283714
      2990       Z             0.283714
      2988       X             0.283714
      2988       Y             0.283714
      2988       Z             0.283714
      1878       X             0.341610
      1878       Y             0.341610
      1878       Z             0.341610
      1879       X             0.283714
      1879       Y             0.283714
      1879       Z             0.283714
      1886       X             0.283714
      1886       Y             0.283714
      1886       Z             0.283714
      1890       X             0.283714
      1890       Y             0.283714
      1890       Z             0.283714
      1855       X             0.460350
      1855       Y             0.460350
      1855       Z             0.460350
      2370       X             0.318493
      2370       Y             0.318493
      2370       Z             0.318493
      2397       X             0.318493
      2397       Y             0.318493
      2397       Z             0.318493
      3040       X             0.420958
      3040       Y             0.420958
      3040       Z             0.420958
      2431       X             1.133568
      2431       Y             1.133568
      2431       Z             1.133568
      2432       X             0.318493
      2432       Y             0.318493
      2432       Z             0.318493
      5040       X             0.754485
      5040       Y             0.754485
      5040       Z             0.754485
      2373       X             0.318493
      2373       Y             0.318493
      2373       Z             0.318493
      8512       X             0.436320
      8512       Y             0.436320
      8512       Z             0.436320
      1859       X             0.460350
      1859       Y             0.460350
      1859       Z             0.460350
      5041       X             0.580236
      5041       Y             0.580236
      5041       Z             0.580236
      2372       X             0.318493
      2372       Y             0.318493
      2372       Z             0.318493
      9327       Y             1.359243
      9324       Y             1.076434
      9329       Y             1.242828
      9331       Y             0.840542
      9333       Y             0.679552
      5204       X             0.279090
      5204       Y             0.279090
      5204       Z             0.279090
      5203       X             0.275833
      5203       Y             0.275833
      5203       Z             0.275833
      5205       X             0.275833
      5205       Y             0.275833
      5205       Z             0.275833
      5206       X             0.275828
      5206       Y             0.275828
      5206       Z             0.275828
      5207       X             0.275838
      5207       Y             0.275838
      5207       Z             0.275838
      5208       X             0.275830
      5208       Y             0.275830
      5208       Z             0.275830
      5209       X             0.275830
      5209       Y             0.275830
      5209       Z             0.275830
      5210       X             0.275830
      5210       Y             0.275830
      5210       Z             0.275830
      5202       X             0.269262
      5202       Y             0.269262
